,"	Regional Hospital ",Facility_Name,"	Distance to Reg Hosp ",Maina...Facility.name,Fac.NAME,Admin1,Facility.name,Facility.type,Ownership,LL.source,Lat,Long,FacLong,FacLat,Source,geometry...longitude,geometry.latitude,UnitId,UnitType,UnitTypeName,TypeMainaOverGhana,FacilitySwitch,MainaSwitch,NewFacilityTypes,UnitTypeNaFac,LvlId,Region,CODE,NAME,COMMENT,CODE_1,NAME_1,NEAR_FID,NEAR_DIST,Facility_Name,Longitude,Latitude,geometry,Region,District,Town,facilityID,Xpert,dummy
0,REGIONAL HOSPITA KOFORIDUA,Kom Health Centre,0.257462,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Kom Health Centre,-0.18333,5.85,,EASTERN,AKWAPEM SOUTH,Aburi,0,no,0
3189,Kumasi South Government Regional Hospital,Mprim CHPS C,0.403934,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Mprim CHPS C,-1.45,7.03333,,ASHANTI,MAMPONG MUNICIPAL,Mprim,3189,no,0
755,Volta Regional Hospital,Nyagbo Gagbefe Health Centre,0.243312,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Nyagbo Gagbefe Health Centre,0.37475,6.81945,,VOLTA,AFADZATO SOUTH,Have,755,no,0
2816,Kumasi South Government Regional Hospital,Fumso Health Centre,0.510525,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Fumso Health Centre,-1.38509,6.18264,,ASHANTI,ADANSI ASOKWA,Fumso,2816,no,0
0,Kumasi South Government Regional Hospital,Anhwiaso(Adansi Asokwa) Health Centre,0.53244,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Anhwiaso(Adansi Asokwa) Health Centre,-1.46667,6.13333,,ASHANTI,ADANSI ASOKWA,Anhwiaso,0,no,0
648,Volta Regional Hospital,AGORMOR HEALTH CENTRE,0.466876,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,AGORMOR HEALTH CENTRE,0.78987,6.24924,,VOLTA,AKATSI NORTH,Agomo,648,no,0
0,Volta Regional Hospital,Ave-dakpa Health Centre,0.426915,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Ave-dakpa Health Centre,0.85026,6.38246,,VOLTA,AKATSI NORTH,Ave Dakpa,0,no,0
875,Volta Regional Hospital,Kpetoe Health Centre,0.216332,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Kpetoe Health Centre,0.69357,6.54767,,VOLTA,AGOTIME ZIOPE,Kpetoe,875,no,0
5996,Tamale Regional Hospital,Chinderi Health Center,1.43828,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Chinderi Health Center,-0.15,8.13333,,OTI,KRACHI NCHUMURU,Chinderi,5996,no,0
1564,Kumasi South Government Regional Hospital,Asubuasu Health Centre,0.750043,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Asubuasu Health Centre,-1.23529,7.3162,,ASHANTI,SEKYERE CENTRAL,Asubuasu,1564,no,0
2913,Kumasi South Government Regional Hospital,Mpobi Health Centre,0.198302,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Mpobi Health Centre,-1.56667,6.85,,ASHANTI,AFIGYA KWABRE SOUTH,Mpobi,2913,no,0
1275,Ridge Hospital,Bawjiase Polyclinic,0.373477,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Akrabong CHPS,-0.55172,5.68429,,CENTRAL,AWUTU SENYA WEST,Bawjiase,1275,no,0
5983,Volta Regional Hospital,Dambai Health Certre,1.49539,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Regional Hospital,,,,,,,,,,,Dambai Health Certre,0.17947,8.06616,,OTI,KRACHI EAST MUNICIPAL,Dambai,5983,no,0
8836,Central Regional Hospital,Hemang Health Centre,0.4405,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Hemang Health Centre,-1.53333,5.48333,,CENTRAL,TWIFO HEMANG LOWER DENKYIRA,Hemang,8836,no,0
1162,Kumasi South Government Regional Hospital,AGYAKAA  MANSO  HEALTH  CENTRE,0.93494,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,AGYAKAA  MANSO  HEALTH  CENTRE,-2.28546,6.0336,,WESTERN,WASSA AMENFI CENTRAL,Agyaka Manso,1162,no,0
0,Effia Nkwanta Regional Hospital,Manso Amenfi Health Centre,0.870308,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Manso Amenfi Health Centre,-2.25,5.63333,,WESTERN,WASSA AMENFI CENTRAL,manso Amenfi,0,no,0
997,Effia Nkwanta Regional Hospital,Mpohor Health Centre,0.160744,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Mpohor Health Centre,-1.89254,4.98764,,WESTERN,MPOHOR,Mpohor,997,no,0
9005,Sunyani Regional Hospital,Busunya Health Centre,0.730776,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Busunya Health Centre,-1.66667,7.68333,,BONO EAST,NKORANZA NORTH,Busunya,9005,no,0
1102,Sunyani Regional Hospital,SUI - ANO  HEALTH  CENTRE,1.15996,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,SUI - ANO  HEALTH  CENTRE,-2.77294,6.27921,,WESTERN NORTH,BODI,Kofuka,1102,no,0
0,Sunyani Regional Hospital,Ahibenso Health Centre,1.20919,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Ahibenso Health Centre,-2.75,6.21667,,WESTERN NORTH,BODI,Bodi,0,no,0
1774,Sunyani Regional Hospital,Chiraa Health Centre,0.143783,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Chiraa Health Centre,-2.18294,7.40329,,BONO,SUNYANI WEST,Chiraa,1774,no,0
10059,Sunyani Regional Hospital,Kaase Health Centre,0.968454,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kaase Health Centre,-3.15232,6.85936,,WESTERN NORTH,BIA EAST,Kaase,10059,no,0
948,Sunyani Regional Hospital,DADIESO  HEALTH  CENTRE,1.42193,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,District Hospital,,,,,,,,,,,Dadieso District Hospital,-3.03295,6.1177,,WESTERN NORTH,SUAMAN,Dadiaso,948,no,0
2232,Bolgatanga Regional Hospital,CHIANA HEALTH CENTRE,0.433412,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,CHIANA HEALTH CENTRE,-1.27802,10.8562,,UPPER EAST,KASENA NANKANA WEST,Chana,2232,no,0
0,Bolgatanga Regional Hospital,Kandiga Health Centre,0.123881,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kandiga Health Centre,-0.93333,10.88333,,UPPER EAST,KASENA NANKANA WEST,Kandiga,0,no,0
2018,Tamale Regional Hospital,LUGNI HC,1.18551,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,LUGNI HC,0.00315,8.55814,,NORTHERN,NANUMBA SOUTH,Lungni,2018,no,0
5429,Upper West Regional Hospital,Charingu Health Centre,0.170669,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Charingu Health Centre,-2.33333,10.1,,UPPER WEST,WA EAST,Charingu,5429,no,0
3380,Sunyani Regional Hospital,Ahwiaa Health Centre,0.502375,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Ahwiaa Health Centre,-2.04478,6.92058,,ASHANTI,AHAFO ANO SOUTH WEST,Ahwiaa,3380,no,0
3046,Kumasi South Government Regional Hospital,Edubia Health Centre,0.52588,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Edubia Health Centre,-2.02002,6.35747,,ASHANTI,AMANSIE SOUTH,Edubia,3046,no,0
2778,Kumasi South Government Regional Hospital,Akrofuom Health Centre,0.539813,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Akrofuom Health Centre,-1.65,6.11667,,ASHANTI,AKROFUOM,Akrofuom,2778,no,0
3354,Kumasi South Government Regional Hospital,Akropong Health Centre,0.169169,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Akropong Health Centre,-1.73333,6.73333,,ASHANTI,ATWIMA NWABIAGYA NORTH,Akropong,3354,no,0
2870,Kumasi South Government Regional Hospital,Kwamang (Afigya Kwabre) Health Centre,0.348666,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Kwamang (Afigya Kwabre) Health Centre,-1.66837,6.31404,,ASHANTI,AFIGYA KWABRE NORTH,Ahenkro,2870,no,0
4934,Volta Regional Hospital,Anloga Health Centre,0.903507,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Anloga Health Centre,0.9,5.8,,VOLTA,ANLOGA,Anloga,4934,no,0
7595,Central Regional Hospital,Aperade Health Centre,0.670995,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Aperade Health Centre,-1.1,5.78333,,EASTERN,ACHIASE,Aperade,7595,no,0
0,REGIONAL HOSPITA KOFORIDUA,Achiase Health Centre,0.771545,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Achiase Health Centre,-0.99727,5.87855,,EASTERN,ACHIASE,Achiase,0,no,0
0,Ridge Hospital,Akroso Health Centre,0.606186,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Akroso Health Centre,-0.7698,5.76562,,EASTERN,ASENE MANSO AKROSO,Akroso,0,no,0
9259,Kumasi South Government Regional Hospital,Fomena Health Centre,0.379718,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Alt District Hospital,,,,,,,,,,,Fomena Health Centre,-1.51002,6.28022,,ASHANTI,ADANSI NORTH,Fomena,9259,no,0
772,Volta Regional Hospital,Kadjebi Health Centre,0.931811,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Kadjebi Health Centre,0.47355,7.5339,,OTI,KADJEBI,Kadbeji-Asato,772,no,0
3699,Kumasi South Government Regional Hospital,Apatrapa Health Centre,0.115856,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Apatrapa Health Centre,-1.68595,6.70885,,ASHANTI,KWADASO MUNICIPAL,Apatrapa-Nyankerenease,3699,no,0
3225,Kumasi South Government Regional Hospital,Asokore Mampong Health Centre,0.0601311,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Asokore Mampong Health Centre,-1.5729,6.71148,,ASHANTI,ASOKORE MAMPONG MUNICIPAL,Asokore Mampong,3225,no,0
1222,Kumasi South Government Regional Hospital,Diaso Health Centre,0.755715,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Diaso Health Centre,-2.15153,6.1527,,CENTRAL,UPPER DENKYIRA WEST,Diaso,1222,no,0
7953,REGIONAL HOSPITA KOFORIDUA,Bosuso Health Centre,0.258436,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Bosuso Health Centre,-0.41667,6.3,,EASTERN,FANTEAKWA SOUTH,Bosuso,7953,no,0
8058,REGIONAL HOSPITA KOFORIDUA,Asakraka Health Centre,0.672329,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Asakraka Health Centre,-0.68333,6.61667,,EASTERN,KWAHU SOUTH,Asakraka,9521,no,0
4873,Volta Regional Hospital,Waya Health Centre,0.216483,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Waya Health Centre,0.635,6.44682,,VOLTA,ADAKLU,Waya,4873,no,0
1466,Kumasi South Government Regional Hospital,Ahenema Kokoben Health Centre,0.0702782,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Ahenema Kokoben Health Centre,-1.64978,6.62597,,ASHANTI,ATWIMA KWANWOMA,Ahenema Kokobeng,1466,no,0
1386,REGIONAL HOSPITA KOFORIDUA,Abomosu Health Centre,0.518494,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Abomosu Health Centre,-0.73393,6.30049,,EASTERN,ATIWA WEST,Abomosu,1386,no,0
10077,Sunyani Regional Hospital,Mempeasem Health Centre,1.08548,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Health Centre,,,,,,,,,,,Mempeasem Health Centre,-2.98921,6.49452,,WESTERN NORTH,BIA WEST,Mempeasem,10077,no,0
1596,Kumasi South Government Regional Hospital,Asiwa Health Centre,0.339357,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Asiwa Health Centre,-1.33434,6.42344,,ASHANTI,BOSOME FREHO,Asiwa,1596,no,0
684,Volta Regional Hospital,Nkonya Wurupong Health Centre,0.592262,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Nkonya Wurupong Health Centre,0.33047,7.17411,,OTI,BIAKOYE,Nkonya,684,no,0
547,Ridge Hospital,Kpone Health Centre,0.287972,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Kpone Health Centre,0.05842,5.69206,,GREATER ACCRA,KPONE KATAMANSO,Kpone,547,no,0
1831,Tamale Regional Hospital,Prang Health Centre,1.40627,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Prang Health Centre,-0.88928,7.99465,,BONO EAST,PRU WEST,Prang,1831,no,0
1018,Effia Nkwanta Regional Hospital,Shama Health Centre,0.139892,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Shama Health Centre,-1.63508,5.01188,,WESTERN,SHAMA,Shama,1018,no,0
2059,Bolgatanga Regional Hospital,Gambaga Health Centre,0.486894,,,,,Health Center,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Gambaga Health Centre,-0.44041,10.528,,NORTHERN EAST,EAST MAMPRUSI,Gambaga,2059,no,0
148,Ridge Hospital,Nima Government Clinic,0.0153923,,,,,Clinic,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Nima Government Clinic,-0.20008,5.57771,,GREATER ACCRA,AYAWASO EAST MUNICIPAL,Nima East,148,no,0
0,Bolgatanga Regional Hospital,Fame Clinic Tempane,0.749237,,,,,Clinic,,,,,,,Other,,,,,,,,,Clinic,,,,,,,,,,,Fame Clinic Tempane,-0.1012,10.83261,,UPPER EAST,TEMPANE,Tempane,0,no,0
0,Tamale Regional Hospital,UDS Clinic,0.153701,,,,,Clinic,,,,,,,Other,,,,,,,,,Clinic,,,,,,,,,,,UDS Clinic,-0.98397,9.42138,,NORTHERN,TOLON,Nyankpala,0,no,0
2295,Bolgatanga Regional Hospital,Akunye Memorial Clinic,0.773476,,,,,Clinic,,,,,,,Maina,,,,,,,,,Clinic,,,,,,,,,,,Akunye Memorial Clinic,-0.13284,11.0836,,UPPER EAST,PUSIGA,Pusiga,2290,no,0
9774,Bolgatanga Regional Hospital,Goore Clinic,0.560294,,,,,Clinic,,,,,,,Ernest,,,,,,,,,Clinic,,,,,,,,,,,Goore Clinic,-0.3141,10.9579,,UPPER EAST,BINDURI,Goore,9774,no,0
0,Bolgatanga Regional Hospital,Pelungu Clinic,0.154055,,,,,Clinic,,,,,,,Other,,,,,,,,,Clinic,,,,,,,,,,,Pelungu Clinic,-0.69552,10.80059,,UPPER EAST,NABDAM,Pelungu,0,no,0
2278,Bolgatanga Regional Hospital,Denugu Clinic,0.631552,,,,,Clinic,,,,,,,Ernest,,,,,,,,,Clinic,,,,,,,,,,,Denugu Clinic,-0.2212,10.7268,,UPPER EAST,GARU,Denugu,2278,no,0
0,Upper West Regional Hospital,Samuel Seidu Memorial Clinic,0.245246,,,,,Clinic,,,,,,,Other,,,,,,,,,Clinic,,,,,,,,,,,Samuel Seidu Memorial Clinic,-2.3,10.2,,UPPER WEST,WA EAST,Baayiri,0,no,0
6824,Ridge Hospital,Mallam Atta Clinic,0.0944807,,,,,Clinic,,,,,,,DHIMS-10k,,,,,,,,,Clinic,,,,,,,,,,,Mallam Atta Clinic,-0.29277,5.57118,,GREATER ACCRA,AYAWASO CENTRAL MUNICIPAL,Accra Newtown,6824,no,0
6538,Ridge Hospital,Dansoman Polyclinic,0.0741422,,,,,Clinic,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Dansoman Polyclinic,-0.27248,5.55506,,GREATER ACCRA,ABLEKUMA WEST MUNICIPAL,Dansoman,6538,no,0
6968,Ridge Hospital,Ga Central Municipal Clinic,0.106529,,,,,Clinic,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Ga Central Municipal Clinic,-0.28475,5.62518,,GREATER ACCRA,GA CENTRAL MUNICIPAL,Sowutuom,6968,no,0
5552,Bolgatanga Regional Hospital,Bolgatanga Police Clinic,0.00696588,,,,,Clinic,,,,,,,DHIMS-10k,,,,,,,,,Clinic,,,,,,,,,,,Bolgatanga Police Clinic,-0.85139,10.7856,,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga Central,5552,no,0
8766,Central Regional Hospital,Ankamu CHPS,0.537971,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Ankamu CHPS,-0.76667,5.33333,,CENTRAL,GOMOA CENTRAL,Ankamu,8766,no,0
5545,Bolgatanga Regional Hospital,Dulugu CHPS,0.0301658,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Dulugu CHPS,-0.83333,10.7667,,UPPER EAST,BOLGA  EAST,Dulugu,5545,no,0
9057,Tamale Regional Hospital,Sawaba East CHPS,1.2701,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Sawaba East CHPS,-0.78894,8.13036,,BONO EAST,PRU EAST,Sawaba,9057,no,0
3749,Kumasi South Government Regional Hospital,Pomposo CHPS,0.43702,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Pomposo CHPS,-1.61667,6.21667,,ASHANTI,OBUASI EAST,Pomposo,3749,no,0
3254,Kumasi South Government Regional Hospital,Chirapatre CHPS,0.00287317,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Chirapatre CHPS,-1.58333,6.65,,ASHANTI,ASOKWA  MUNICIPAL,Chirapatre,3254,no,0
7231,Ridge Hospital,Buade CHPS,0.131685,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Buade CHPS,-0.08052,5.62047,,GREATER ACCRA,KROWOR MUNICIPAL,Nima,7231,no,0
7896,REGIONAL HOSPITA KOFORIDUA,Soabe CHPS,0.669144,,,,,CHPS,,,,,,,DHIMS-10k,,,,,,,,,CHPS,,,,,,,,,,,Soabe CHPS,-0.91667,5.98333,,EASTERN,ASENE MANSO AKROSO,Soabe,7896,no,0
